Région,Type de bien,Nature,Superficie,Nb_Salles De bain,Nb_Chambres,Prix,Date_De_Modification,Texte Annonce
Tunis,N/A,À Vendre,150,2,0,350000,N/A,N/A
Sousse,N/A,À Vendre,62,1,1,165000,N/A,N/A
Tunis,N/A,À Louer,115,1,3,215000,N/A,N/A
Tunis,N/A,À Vendre,117,1,2,269999,N/A,N/A
Sousse,N/A,À Vendre,134,2,2,1500000,N/A,N/A
Tunis,N/A,À Vendre,190,1,3,350000,N/A,N/A
Sousse,N/A,À Vendre,69,1,2,135,N/A,N/A
Bizerte,N/A,À Vendre,140,2,1,220000,N/A,N/A
Ben Arous,N/A,N/A,N/A,N/A,2,123,N/A,N/A
Tunis,N/A,À Vendre,132,2,2,450000,N/A,N/A
Ariana,N/A,À Vendre,147,3,3,411000,N/A,N/A
Tunis,N/A,À Vendre,140,2,3,299000,N/A,N/A
Tunis,N/A,À Vendre,156,2,3,478000,N/A,N/A
Ariana,N/A,À Vendre,143,2,2,404000,N/A,N/A
Ariana,N/A,À Vendre,150,3,3,500000,N/A,N/A
Tunis,N/A,À Vendre,163,2,3,734000,N/A,N/A
Tunis,N/A,À Vendre,33,1,1,99000,N/A,N/A
Nabeul,N/A,À Vendre,80,1,1,325000,N/A,N/A
Tunis,N/A,À Vendre,110,2,3,1,N/A,N/A
Tunis,N/A,À Vendre,78,1,1,240000,N/A,N/A
Tunis,N/A,À Vendre,50,1,1,169000,N/A,N/A
Tunis,N/A,À Vendre,80,1,2,230000,N/A,N/A
Sousse,N/A,À Vendre,80,1,3,104500,N/A,N/A
Tunis,N/A,À Louer,120,2,2,480000,N/A,N/A
Ben Arous,N/A,À Vendre,150,1,4,0,N/A,N/A
Tunis,N/A,À Vendre,140,2,2,409,N/A,N/A
Ben Arous,N/A,À Vendre,107,1,2,170000,N/A,N/A
Sousse,N/A,À Vendre,74,1,2,280000,N/A,N/A
Sousse,N/A,À Vendre,133,1,3,480000,N/A,N/A
Ariana,N/A,À Louer,65,1,2,95000000,N/A,N/A
Nabeul,N/A,À Vendre,98,1,2,1,N/A,N/A
Nabeul,N/A,À Vendre,80,1,2,1,N/A,N/A
Sfax,N/A,À Vendre,96,2,5,159999,N/A,N/A
Ariana,N/A,N/A,N/A,N/A,N/A,190000,N/A,N/A
Ariana,N/A,À Vendre,360,10,19,0,N/A,N/A
Ben Arous,N/A,À Vendre,60,1,1,111111,N/A,N/A
Tunis,N/A,À Louer,154,2,3,399999,N/A,N/A
Tunis,N/A,À Vendre,140,1,3,315000,N/A,N/A
Tunis,N/A,À Vendre,100,1,2,270000,N/A,N/A
Ariana,N/A,À Vendre,136,1,3,340000,N/A,N/A
Nabeul,N/A,À Vendre,126,1,-1,0,N/A,N/A
Ariana,N/A,À Vendre,84,1,1,320000,N/A,N/A
Ariana,N/A,À Vendre,132,2,3,0,N/A,N/A
Tunis,N/A,À Vendre,236,3,4,1100000,N/A,N/A
Tunis,N/A,À Vendre,132,1,3,320000,N/A,N/A
Tunis,N/A,À Vendre,177,2,3,748000,N/A,N/A
Ben Arous,N/A,À Vendre,60,1,2,120,N/A,N/A
Tunis,N/A,À Vendre,140,1,4,175,N/A,N/A
Sfax,N/A,À Vendre,128,1,3,180,N/A,N/A
Ariana,N/A,À Louer,120.0,1.0,4.0,850,N/A,N/A
Ben Arous,N/A,À Vendre,53,1,1,0,N/A,N/A
Tunis,N/A,À Vendre,65,1,1,0,N/A,N/A
Nabeul,N/A,À Vendre,152,1,3,370,N/A,N/A
Tunis,N/A,À Louer,116.5,1,2,420000,N/A,N/A
Nabeul,N/A,À Vendre,90,1,0,169998,N/A,N/A
Ariana,N/A,À Vendre,75,1,2,125000,N/A,N/A
Ariana,N/A,À Vendre,135,2,3,638000,N/A,N/A
Ben Arous,N/A,À Vendre,100,1,3,175000,N/A,N/A
Nabeul,N/A,À Vendre,233,2,2,0,N/A,N/A
Tunis,N/A,À Vendre,74,1,1,320000,N/A,N/A
Monastir,N/A,À Vendre,1649,N/A,N/A,0,N/A,N/A
Tunis,N/A,À Vendre,70,1,3,160,N/A,N/A
Tunis,N/A,À Vendre,120,1,3,520000,N/A,N/A
Ariana,N/A,À Vendre,135,2,3,0,N/A,N/A
Ben Arous,N/A,À Vendre,410,6,6,800000,N/A,N/A
Ben Arous,N/A,N/A,N/A,N/A,N/A,250000,N/A,N/A
Tunis,N/A,À Louer,285,3,3,620000,N/A,N/A
Ben Arous,N/A,N/A,N/A,N/A,N/A,169000,N/A,N/A
Sfax,N/A,À Vendre,81,1,4,80000,N/A,N/A
Tunis,N/A,À Vendre,-100,1,2,255000,N/A,N/A
Ariana,N/A,À Vendre,157,2,3,580000,N/A,N/A
Sousse,N/A,À Vendre,N/A,N/A,4,260000,N/A,N/A
Bizerte,N/A,À Vendre,200,1,1,250000,N/A,N/A
Ben Arous,N/A,À Vendre,85,1,2,0,N/A,N/A
Sfax,N/A,À Vendre,170,2,3,210000,N/A,N/A
La Manouba,N/A,À Vendre,166,2,3,400000,N/A,N/A
Tunis,N/A,À Vendre,50,1,1,230,N/A,N/A
Ben Arous,N/A,À Vendre,80,1,3,130000,N/A,N/A
Nabeul,N/A,À Vendre,103,1,2,382000,N/A,N/A
Sousse,N/A,À Vendre,180,2,3,340,N/A,N/A
Sousse,N/A,À Vendre,110,1,2,21000000,N/A,N/A
Sfax,N/A,À Vendre,67,1,0,60000,N/A,N/A
Bizerte,N/A,À Vendre,50,1,1,80000,N/A,N/A
Médenine,N/A,À Vendre,0,5,5,1,N/A,N/A
Tunis,N/A,À Vendre,70,1,1,260000,N/A,N/A
Tunis,N/A,À Vendre,167,2,3,634000,N/A,N/A
Tunis,N/A,À Vendre,152,2,2,850000,N/A,N/A
Tunis,N/A,À Vendre,188,2,3,750000,N/A,N/A
Tunis,N/A,À Louer,132,1,3,415000,N/A,N/A
Tunis,N/A,À Vendre,160,2,3,854000,N/A,N/A
Tunis,N/A,À Vendre,95,1,2,380000,N/A,N/A
Tunis,N/A,N/A,N/A,N/A,3,839800,N/A,N/A
Tunis,N/A,À Vendre,135,1,2,540000,N/A,N/A
Tunis,N/A,À Vendre,101,2,2,548000,N/A,N/A
Tunis,N/A,À Vendre,101,1,2,459000,N/A,N/A
Tunis,N/A,À Vendre,134,2,3,459000,N/A,N/A
Tunis,N/A,À Vendre,137,-1,2,715000,N/A,N/A
Tunis,N/A,À Vendre,116,1,0,345000,N/A,N/A
Tunis,N/A,À Vendre,183,2,3,1050000,N/A,N/A
Ariana,N/A,À Vendre,N/A,N/A,3,650000,N/A,N/A
Tunis,N/A,N/A,N/A,N/A,1,0,N/A,N/A
Tunis,N/A,À Vendre,124,2,2,380000,N/A,N/A
Tunis,N/A,À Vendre,55,1,-1,197000,N/A,N/A
Sousse,N/A,À Vendre,165,2,3,400000,N/A,N/A
Sousse,N/A,À Vendre,116,1,3,360000,N/A,N/A
Monastir,N/A,À Vendre,126,1,2,450000,N/A,N/A
Sousse,N/A,À Vendre,50,0,1,270000,N/A,N/A
Sousse,N/A,À Vendre,70,0,2,300000,N/A,N/A
Ben Arous,N/A,À Vendre,88,1,1,300000,N/A,N/A
Nabeul,N/A,À Vendre,83,1,2,290000,N/A,N/A
Nabeul,N/A,À Vendre,104,2,2,343000,N/A,N/A
Nabeul,N/A,À Vendre,73.7,1,2,272997,N/A,N/A
Nabeul,N/A,À Vendre,81,1,2,280998,N/A,N/A
Nabeul,N/A,À Vendre,62,1,1,236000,N/A,N/A
Tunis,N/A,À Vendre,140,1,3,300000,N/A,N/A
Bizerte,N/A,À Vendre,110,1,3,140,N/A,N/A
Tunis,N/A,À Vendre,73,1,1,179999,N/A,N/A
Ben Arous,N/A,À Vendre,90,1,2,145000,N/A,N/A
Tunis,N/A,À Vendre,128,1,3,0,N/A,N/A
Ariana,N/A,À Vendre,55,1,-1,165000,N/A,N/A
Bizerte,N/A,À Vendre,82,1,2,200000,N/A,N/A
Nabeul,N/A,À Vendre,123,2,2,250000,N/A,N/A
Sousse,N/A,À Vendre,100,2,4,220000,N/A,N/A
Sousse,N/A,À Vendre,150,2,3,220000,N/A,N/A
Tunis,N/A,N/A,N/A,N/A,2,480000,N/A,N/A
Ariana,N/A,À Vendre,140,1,2,175000,N/A,N/A
Tunis,N/A,À Vendre,207,1,3,1090950,N/A,N/A
Tunis,N/A,À Vendre,134,1,3,340000,N/A,N/A
Tunis,N/A,À Vendre,65,1,1,190000,N/A,N/A
Tunis,N/A,À Vendre,187,2,2,504000,N/A,N/A
Tunis,N/A,À Vendre,78,1,1,180000,N/A,N/A
Tunis,N/A,À Vendre,75,1,1,260000,N/A,N/A
Ariana,N/A,À Louer,91,1,2,230000,N/A,N/A
Ariana,N/A,À Vendre,100,1,2,250000,N/A,N/A
Tunis,N/A,À Vendre,109,1,2,220000,N/A,N/A
Sfax,N/A,À Vendre,80.0,0.0,3.0,20,N/A,N/A
Sousse,N/A,À Vendre,110,1,1,460000,N/A,N/A
Nabeul,N/A,À Vendre,102,1,2,1,N/A,N/A
Ben Arous,N/A,À Vendre,N/A,N/A,2,175000,N/A,N/A
Tunis,N/A,À Vendre,69,1,2,165000,N/A,N/A
Tunis,N/A,À Vendre,326,2,4,780000,N/A,N/A
Tunis,N/A,À Vendre,134,2,3,290000,N/A,N/A
Ben Arous,N/A,À Vendre,75,1,1,130000,N/A,N/A
Tunis,N/A,À Vendre,100.5,1,2,558000,N/A,N/A
Sousse,N/A,À Vendre,90,1,2,200000,N/A,N/A
Tunis,N/A,À Vendre,108,1,3,1,N/A,N/A
Tunis,N/A,À Vendre,118,1,2,330000,N/A,N/A
Tunis,N/A,À Vendre,266,3,3,760000,N/A,N/A
Tunis,N/A,À Vendre,150,2,2,980000,N/A,N/A
Tunis,N/A,À Vendre,111,1,1,720000,N/A,N/A
Tunis,N/A,À Vendre,107,2,3,300000,N/A,N/A
Ben Arous,N/A,À Vendre,110,2,3,1,N/A,N/A
Ariana,N/A,À Vendre,105,1,1,200000,N/A,N/A
Tunis,N/A,À Vendre,98,1,2,275000,N/A,N/A
Tunis,N/A,À Vendre,118,1,2,291000,N/A,N/A
Ariana,N/A,À Vendre,129,2,2,0,N/A,N/A
Tunis,N/A,À Vendre,70,1,1,0,N/A,N/A
Tunis,N/A,À Vendre,100,2,2,270000,N/A,N/A
Ariana,N/A,À Vendre,90,1,2,140,N/A,N/A
Ben Arous,N/A,À Vendre,1,1,2,200,N/A,N/A
Monastir,N/A,À Vendre,100,2,3,300000,N/A,N/A
Tunis,N/A,À Vendre,116,1,1,285000,N/A,N/A
Ben Arous,N/A,À Vendre,143,3,3,300000,N/A,N/A
Ben Arous,N/A,À Vendre,110,1,3,250000,N/A,N/A
Ben Arous,N/A,À Vendre,129,1,4,240000,N/A,N/A
Tunis,N/A,À Vendre,101,1,4,250,N/A,N/A
Ariana,N/A,À Vendre,106,1,3,345000,N/A,N/A
Tunis,N/A,À Vendre,207,2,6,325000,N/A,N/A
Ariana,N/A,À Vendre,56,1,1,185000,N/A,N/A
Mahdia,N/A,À Vendre,105,1,2,234000,N/A,N/A
Nabeul,N/A,À Vendre,75,1,1,240000,N/A,N/A
Nabeul,N/A,À Vendre,62,1,1,235000,N/A,N/A
Tunis,N/A,À Vendre,70,1,2,230000,N/A,N/A
Nabeul,N/A,À Vendre,1,1,1,1,N/A,N/A
Ben Arous,N/A,À Vendre,68,1,1,1,N/A,N/A
Tunis,N/A,À Vendre,274,4,10,0,N/A,N/A
Tunis,N/A,À Vendre,58,1,1,58000,N/A,N/A
Tunis,N/A,À Vendre,236,2,4,1099999,N/A,N/A
Tunis,N/A,À Vendre,70,1,1,190000,N/A,N/A
Tunis,N/A,À Vendre,93,1,2,380000,N/A,N/A
Tunis,N/A,À Vendre,154,1,3,340000,N/A,N/A
Tunis,N/A,À Vendre,50,1,1,165000,N/A,N/A
Ariana,N/A,À Vendre,110,1,1,230000,N/A,N/A
La Manouba,N/A,À Vendre,78,1,3,85,N/A,N/A
Ariana,N/A,À Vendre,62,1,2,0,N/A,N/A
Tunis,N/A,À Vendre,143,2,3,365000,N/A,N/A
Tunis,N/A,À Vendre,1,1,2,70000,N/A,N/A
Ben Arous,N/A,À Vendre,130,1,2,200000,N/A,N/A
Tunis,N/A,À Vendre,33,1,1,150,N/A,N/A
Ben Arous,N/A,À Vendre,1,1,3,280000,N/A,N/A
Tunis,N/A,À Vendre,85,1,2,480000,N/A,N/A
Tunis,N/A,À Vendre,70,1,1,230000,N/A,N/A
Ariana,N/A,À Louer,150,2,3,295000,N/A,N/A
Tunis,N/A,À Vendre,228,2,3,780000,N/A,N/A
Tunis,N/A,À Vendre,123,1,2,1,N/A,N/A
Ariana,N/A,À Vendre,210,1,3,1,N/A,N/A
Nabeul,N/A,À Vendre,120,1,2,440000,N/A,N/A
Tunis,N/A,À Vendre,120,2,2,717000,N/A,N/A
Nabeul,N/A,À Vendre,90,1,0,170000,N/A,N/A
Ariana,N/A,À Vendre,64,1,1,190000,N/A,N/A
Tunis,N/A,À Vendre,90,1,2,200000,N/A,N/A
Nabeul,N/A,À Vendre,134,1,2,175000,N/A,N/A
Nabeul,N/A,À Vendre,95,1,2,280000,N/A,N/A
Ben Arous,N/A,À Vendre,104,1,2,250000,N/A,N/A
Ben Arous,N/A,À Vendre,109,2,3,240000,N/A,N/A
Sfax,N/A,À Vendre,N/A,N/A,3,0,N/A,N/A
Tunis,N/A,À Louer,100,1,2,305000,N/A,N/A
Tunis,N/A,À Vendre,74,1,1,230000,N/A,N/A
Sousse,N/A,À Vendre,72,1,3,180000,N/A,N/A
Sousse,N/A,À Vendre,100,01,03,130000,N/A,N/A
Ariana,N/A,À Vendre,99,1,2,190000,N/A,N/A
Tunis,N/A,À Vendre,64,1,1,250000,N/A,N/A
Ariana,N/A,À Vendre,135,2,4,450,N/A,N/A
Ariana,N/A,À Vendre,163,2,3,640000,N/A,N/A
Tunis,N/A,À Vendre,0,2,3,0,N/A,N/A
Sfax,N/A,À Vendre,86,1,2,130000,N/A,N/A
Nabeul,N/A,À Vendre,137.110,1,2,0,N/A,N/A
Tunis,N/A,À Vendre,155,2,4,340000,N/A,N/A
Ben Arous,N/A,À Vendre,90,2,3,200000,N/A,N/A
Tunis,N/A,À Vendre,50,1,2,52,N/A,N/A
Béja,N/A,À Vendre,100,1,4,0,N/A,N/A
Sousse,N/A,À Vendre,117,1,2,240,N/A,N/A
Tunis,N/A,À Vendre,236,3,5,0,N/A,N/A
Sousse,N/A,À Vendre,119,N/A,N/A,385000,N/A,N/A
Sfax,N/A,À Vendre,100,1,3,80000,N/A,N/A
Tunis,N/A,À Vendre,200,2,3,950000,N/A,N/A
Monastir,N/A,À Vendre,97,1,3,145000,N/A,N/A
Ariana,N/A,À Vendre,95,1,3,210,N/A,N/A
Tunis,N/A,À Vendre,53,1,2,145000,N/A,N/A
Nabeul,N/A,À Vendre,100,1,2,150000,N/A,N/A
Ben Arous,N/A,À Vendre,107,1,2,170000,N/A,N/A
Tunis,N/A,À Vendre,178,1,3,500000,N/A,N/A
Sfax,N/A,À Vendre,80,1,4,85000,N/A,N/A
Ariana,N/A,À Vendre,112,1,2,255000,N/A,N/A
Tunis,N/A,À Vendre,1200,5,11,0,N/A,N/A
Ben Arous,N/A,À Vendre,135,2,3,240000,N/A,N/A
Ben Arous,N/A,N/A,N/A,N/A,N/A,129,N/A,N/A
Tunis,N/A,À Vendre,127,1,2,490000,N/A,N/A
Nabeul,N/A,À Vendre,150,0,3,495000,N/A,N/A
Sousse,N/A,À Vendre,80,1,2,140000,N/A,N/A
Sfax,N/A,À Vendre,148,2,3,1,N/A,N/A
Nabeul,N/A,À Vendre,1000,0,0,800,N/A,N/A
La Manouba,N/A,À Vendre,N/A,N/A,3,0,N/A,N/A
Ben Arous,N/A,À Vendre,113,1,2,2,N/A,N/A
Tunis,N/A,À Vendre,187,3,3,720000,N/A,N/A
Tunis,N/A,À Vendre,216,1,3,270000,N/A,N/A
Ben Arous,N/A,À Vendre,145,2,3,312000,N/A,N/A
Ben Arous,N/A,À Vendre,N/A,N/A,2,128000000,N/A,N/A
Ben Arous,N/A,À Vendre,125,2,2,185000,N/A,N/A
Ben Arous,N/A,À Vendre,92,1,3,150000,N/A,N/A
Nabeul,N/A,À Vendre,171,2,3,0,N/A,N/A
Bizerte,N/A,À Vendre,95,2,2,33000000,N/A,N/A
Ben Arous,N/A,À Vendre,95,1,3,270000,N/A,N/A
Ariana,N/A,À Vendre,120,2,2,320000,N/A,N/A
Tunis,N/A,À Vendre,110,1,3,248,N/A,N/A
Ben Arous,N/A,À Vendre,72,1,2,200000,N/A,N/A
Nabeul,N/A,À Vendre,169,2,2,0,N/A,N/A
Tunis,N/A,À Vendre,70,1,1,238000,N/A,N/A
Tunis,N/A,À Vendre,200,2,3,360000,N/A,N/A
Tunis,N/A,À Vendre,70,1,3,215000,N/A,N/A
Sousse,N/A,À Vendre,180,0,3,0,N/A,N/A
Sousse,N/A,À Vendre,80,1,2,270000,N/A,N/A
Tunis,N/A,À Vendre,120,1,3,350000,N/A,N/A
Nabeul,N/A,À Vendre,60,1,0,0,N/A,N/A
Tunis,N/A,À Vendre,140,2,2,1,N/A,N/A
Ben Arous,N/A,À Vendre,0,1,2,160000,N/A,N/A
Ariana,N/A,À Vendre,120,1,2,225000,N/A,N/A
Tunis,N/A,À Vendre,200,1,4,400000,N/A,N/A
La Manouba,N/A,À Vendre,130,2,3,230,N/A,N/A
Nabeul,N/A,À Vendre,85,1,2,179999,N/A,N/A
Sousse,N/A,À Vendre,36,1,1,200000,N/A,N/A
Sousse,N/A,À Vendre,90,1,2,237000,N/A,N/A
Sousse,N/A,À Vendre,130,2,3,340000,N/A,N/A
Ben Arous,N/A,À Vendre,110,1,3,155000,N/A,N/A
Tunis,N/A,À Vendre,85,01,03,120,N/A,N/A
Nabeul,N/A,N/A,N/A,N/A,2,280000,N/A,N/A
Sfax,N/A,À Vendre,116,1,4,115000,N/A,N/A
Nabeul,N/A,À Vendre,103,2,2,0,N/A,N/A
La Manouba,N/A,À Vendre,148,1,3,245000,N/A,N/A
Tunis,N/A,À Vendre,121,1,2,470000,N/A,N/A
Sousse,N/A,À Vendre,370,2,4,1100000,N/A,N/A
Ariana,N/A,À Vendre,58,1,1,225000,N/A,N/A
Tunis,N/A,À Vendre,60,1,1,15000,N/A,N/A
Ariana,N/A,À Vendre,154,0,3,430000,N/A,N/A
Tunis,N/A,À Vendre,168,0,3,350000,N/A,N/A
Ariana,N/A,À Vendre,296,0,2,1,N/A,N/A
Ariana,N/A,À Vendre,185,0,3,1,N/A,N/A
Ariana,N/A,À Vendre,115,0,2,1,N/A,N/A
Tunis,N/A,À Vendre,N/A,N/A,N/A,130000,N/A,N/A
Sousse,N/A,À Vendre,75,1,2,200000,N/A,N/A
Nabeul,N/A,À Vendre,134,1,2,175000,N/A,N/A
Tunis,N/A,À Vendre,120,1,1,300000,N/A,N/A
Ben Arous,N/A,À Vendre,117,1,3,150000,N/A,N/A
Monastir,N/A,À Vendre,75,1,2,83000,N/A,N/A
Ariana,N/A,À Vendre,N/A,1,N/A,140000,N/A,N/A
Tunis,N/A,À Vendre,68,2,1,237999,N/A,N/A
Tunis,N/A,À Vendre,100,2,4,245,N/A,N/A
Tunis,N/A,À Vendre,118,2,2,285000,N/A,N/A
Tunis,N/A,À Louer,120,2,3,325000,N/A,N/A
Ariana,N/A,À Vendre,55,1,1,187000,N/A,N/A
Sousse,N/A,À Vendre,150,2,2,454000,N/A,N/A
Sousse,N/A,À Vendre,60,1,1,230000,N/A,N/A
Sousse,N/A,À Vendre,280,1,2,750000,N/A,N/A
Tunis,N/A,À Vendre,N/A,N/A,2,,N/A,N/A
Ariana,N/A,À Vendre,110,1,3,255000,N/A,N/A
Ariana,N/A,À Louer,144,2,3,1350,N/A,N/A
Ariana,N/A,À Vendre,34,1,2,170,N/A,N/A
Ariana,N/A,À Vendre,210,3,3,479000,N/A,N/A
Tunis,N/A,À Vendre,90,1,2,195,N/A,N/A
Nabeul,N/A,À Vendre,66,1,1,250996,N/A,N/A
Tunis,N/A,À Vendre,87,1,3,240000,N/A,N/A
Tunis,N/A,À Vendre,N/A,1,N/A,230000,N/A,N/A
Tunis,N/A,À Vendre,130,1,4,420000,N/A,N/A
Ariana,N/A,À Vendre,150,2,3,380000,N/A,N/A
Ariana,N/A,À Vendre,124,1,2,230000,N/A,N/A
Ariana,N/A,À Louer,56,1,1,285,N/A,N/A
Nabeul,N/A,À Vendre,65,1,1,169000,N/A,N/A
Ariana,N/A,À Vendre,148,0,2,380000,N/A,N/A
Nabeul,N/A,À Vendre,141.17,3,0,0,N/A,N/A
Tunis,N/A,À Vendre,194,0,3,849000,N/A,N/A
Tunis,N/A,À Vendre,75,1,1,250000,N/A,N/A
Tunis,N/A,À Vendre,64,1,1,267000,N/A,N/A
Ariana,N/A,À Vendre,170,2,3,570000,N/A,N/A
Nabeul,N/A,À Vendre,104,1,2,340000,N/A,N/A
Tunis,N/A,À Vendre,95,1,3,170000,N/A,N/A
Ben Arous,N/A,À Vendre,137,2,3,297000,N/A,N/A
Nabeul,N/A,À Vendre,101,1,2,354000,N/A,N/A
La Manouba,N/A,À Vendre,140,1,3,275000,N/A,N/A
Tunis,N/A,À Vendre,95,1,2,250000,N/A,N/A
Ariana,N/A,À Vendre,000,000,000,310000,N/A,N/A
Nabeul,N/A,À Vendre,130,2,3,300000,N/A,N/A
Ariana,N/A,À Vendre,159,0,3,430000,N/A,N/A
Tunis,N/A,À Vendre,N/A,N/A,N/A,210,N/A,N/A
Tunis,N/A,À Vendre,128,1,3,310000,N/A,N/A
Sousse,N/A,À Vendre,116,0,2,320000,N/A,N/A
Ben Arous,N/A,À Vendre,100,1,3,75000,N/A,N/A
La Manouba,N/A,À Vendre,120,2,3,240000,N/A,N/A
Nabeul,N/A,À Vendre,1,1,1,85000,N/A,N/A
Nabeul,N/A,À Vendre,1,1,1,85000,N/A,N/A
Monastir,N/A,À Vendre,50,1,2,87,N/A,N/A
Tunis,N/A,À Vendre,116,1,0,288000,N/A,N/A
Ben Arous,N/A,À Vendre,75,1,1,180000,N/A,N/A
Ben Arous,N/A,À Louer,128,2,5,0,N/A,N/A
Bizerte,N/A,À Vendre,126,2,2,256000,N/A,N/A
Bizerte,N/A,À Vendre,67,1,1,150,N/A,N/A
Sousse,N/A,À Vendre,55,1,1,270000,N/A,N/A
Ariana,N/A,À Vendre,114,1,3,295000,N/A,N/A
Sfax,N/A,À Vendre,300,1,5,300,N/A,N/A
Tunis,N/A,À Vendre,110,1,3,0,N/A,N/A
Tunis,N/A,À Vendre,95,1,2,150000,N/A,N/A
Nabeul,N/A,À Vendre,40,1,1,95000,N/A,N/A
Sousse,N/A,À Vendre,67,1,2,175000,N/A,N/A
Ariana,N/A,À Vendre,0,0,0,1100,N/A,N/A
Kasserine,N/A,À Vendre,1500,7,28,0,N/A,N/A
Ariana,N/A,À Vendre,80,2,3,170,N/A,N/A
Tunis,N/A,À Vendre,126,2,4,238000,N/A,N/A
Bizerte,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A
Nabeul,N/A,À Vendre,72,1,1,0,N/A,N/A
Tunis,N/A,À Vendre,25,1,1,80000,N/A,N/A
Nabeul,N/A,À Vendre,90,1,2,600000,N/A,N/A
Tunis,N/A,À Vendre,73,1,2,73000,N/A,N/A
Ben Arous,N/A,À Vendre,115,2,3,270000,N/A,N/A
Sousse,N/A,À Vendre,90,1,3,270000,N/A,N/A
Tunis,N/A,À Vendre,87,1,0,1,N/A,N/A
Sousse,N/A,À Vendre,60,1,1,280000,N/A,N/A
Tunis,N/A,À Vendre,99,0,3,187000,N/A,N/A
Tunis,N/A,À Vendre,95,1,2,180000,N/A,N/A
Nabeul,N/A,À Vendre,104,1,2,295000,N/A,N/A
Sousse,N/A,À Vendre,104,2,2,450000,N/A,N/A
Ben Arous,N/A,À Vendre,N/A,N/A,N/A,134800,N/A,N/A
Sfax,N/A,À Vendre,145,2,3,245000,N/A,N/A
Sousse,N/A,À Vendre,123,2,2,450000,N/A,N/A
Monastir,N/A,À Vendre,N/A,N/A,2,0,N/A,N/A
Ben Arous,N/A,À Vendre,200,2,3,470000,N/A,N/A
Ariana,N/A,À Vendre,127,2,2,399998,N/A,N/A
Jendouba,N/A,À Vendre,N/A,1,N/A,0,N/A,N/A
Tunis,N/A,À Vendre,120,2,3,300000,N/A,N/A
Nabeul,N/A,À Vendre,85,1,2,260000,N/A,N/A
Sousse,N/A,À Vendre,50,1,1,200000,N/A,N/A
Ben Arous,N/A,À Vendre,170,2,3,240000,N/A,N/A
Sousse,N/A,À Louer,45,1,1,225,N/A,N/A
Sousse,N/A,À Vendre,110,1,3,330000,N/A,N/A
Bizerte,N/A,À Vendre,72,1,2,150000,N/A,N/A
Sousse,N/A,N/A,N/A,N/A,12,700000,N/A,N/A
Ariana,N/A,À Vendre,96,01,03,138000,N/A,N/A
Sousse,N/A,À Vendre,135,3,3,430000,N/A,N/A
Ariana,N/A,À Vendre,129,2,2,0,N/A,N/A
La Manouba,N/A,À Vendre,85,1,2,175,N/A,N/A
Bizerte,N/A,À Vendre,100,1,3,0,N/A,N/A
Mahdia,N/A,À Vendre,60,1,1,0,N/A,N/A
Tunis,N/A,À Vendre,77,1,4,200000,N/A,N/A
Tunis,N/A,À Vendre,300,2,5,0,N/A,N/A
Sousse,N/A,À Vendre,137,2,2,0,N/A,N/A
Ben Arous,N/A,À Vendre,70,1,2,125000,N/A,N/A
Tunis,N/A,À Vendre,80,2,3,90000,N/A,N/A
Tunis,N/A,À Vendre,146,2,3,598000,N/A,N/A
Tunis,N/A,À Vendre,49,1,1,174335,N/A,N/A
Tunis,N/A,À Vendre,51,1,1,181230,N/A,N/A
Sfax,N/A,À Vendre,130,2,3,189000,N/A,N/A
Tunis,N/A,À Vendre,95,1,2,155000,N/A,N/A
Ben Arous,N/A,À Vendre,110,2,2,290000,N/A,N/A
Ben Arous,N/A,À Vendre,127,1,2,280000,N/A,N/A
Nabeul,N/A,À Vendre,113,1,2,1,N/A,N/A
Tunis,N/A,À Vendre,110,1,3,250000,N/A,N/A
Nabeul,N/A,À Vendre,90,1,1,120000,N/A,N/A
Tunis,N/A,À Vendre,175,2,3,590000,N/A,N/A
Ariana,N/A,À Vendre,90,1,4,230000,N/A,N/A
Tunis,N/A,À Vendre,70,1,2,235000,N/A,N/A
Tunis,N/A,À Vendre,98,2,2,330000,N/A,N/A
Ariana,N/A,À Vendre,155,2,3,0,N/A,N/A
Ben Arous,N/A,À Vendre,80,1,3,140000,N/A,N/A
Sousse,N/A,À Vendre,1,2,3,850000,N/A,N/A
Sfax,N/A,À Vendre,N/A,N/A,N/A,0,N/A,N/A
Sfax,N/A,À Vendre,120,1,3,0,N/A,N/A
Tunis,N/A,À Vendre,172,1,3,750000,N/A,N/A
Tunis,N/A,À Vendre,55,1,1,165000,N/A,N/A
Ariana,N/A,À Vendre,151,1,3,300000,N/A,N/A
Tunis,N/A,À Vendre,100,2,3,250000,N/A,N/A
Sousse,N/A,À Vendre,2441,2,2,360000,N/A,N/A
Ariana,N/A,À Vendre,140,2,2,350000,N/A,N/A
Nabeul,N/A,À Vendre,100,1,2,180000,N/A,N/A
Nabeul,N/A,À Vendre,100,2,2,180000,N/A,N/A
Tunis,N/A,À Vendre,90,1,2,210000,N/A,N/A
Tunis,N/A,À Vendre,90,1,1,245000,N/A,N/A
Tunis,N/A,À Vendre,N/A,N/A,1,95000,N/A,N/A
Tunis,N/A,À Vendre,100,1,4,164999,N/A,N/A
Sfax,N/A,À Vendre,150,2,3,7,N/A,N/A
Tunis,N/A,À Vendre,100,1,2,225000,N/A,N/A
Tunis,N/A,N/A,N/A,N/A,1,1,N/A,N/A
